client_id,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9,task_10,task_11
5ea2f618143247aa0cdadf4ab453ed0344644487,False,False,False,True,True,True,True,True,True,True,True
6b96d4303c3726a404147801dc256d1a0f89bc20,True,True,True,False,True,True,True,True,True,True,True
80ef1f0b270f123c68538daabbd2f523518aedb9,False,False,True,True,True,True,True,True,True,True,True
41b8bd51cfdd01901c9e483922496b96fbadd9c7,False,False,True,False,True,True,True,True,True,True,True
fcfd41473cc6861a4a22de8dc909708a853ceda8,False,True,True,True,True,True,True,True,True,True,True
e357a91bf8455383e1879605a245dab94d6eafae,True,False,False,False,True,True,True,True,True,True,True
3f0d4a0539fcc0f4145e6d6142e42f466120962b,True,True,True,False,True,True,True,True,True,True,True
35d4ef68f5f8ea2feea1582b7cdbfc4380b52266,True,True,True,False,True,True,True,True,True,True,True
0f403f7af70a257d4c0851260509da39f4d3b142,True,False,True,False,True,True,True,True,True,True,True
2eb34ca9cba776b770c7e8692799e6683ebf1f95,False,False,True,False,True,True,True,True,True,True,True
feed1f7131f117b2830af7ec396a037cd3d25f44,False,False,True,False,True,True,True,True,True,True,True
ba0e3883854b0f5603d9f2acd814f55cf3dfb9a6,True,False,True,False,True,True,True,True,True,True,True
80bc069443a00288f439b1a43a20e1399252b121,False,False,True,False,True,True,True,True,True,True,True
a28cdd553b9113f4d246685835c9bd443ac2a23a,False,False,True,True,True,True,True,True,True,True,True
c56fb42235bf987536177244660bf36ec849b036,True,False,True,False,True,True,True,True,True,True,True
1879dad47e4f3df521984de0fc6d03e26ee2c2f4,False,False,True,True,True,True,True,True,True,True,True
b43dbcb746466a4d940040c9ef88fae14ed45e18,False,False,True,True,True,True,True,True,True,True,True
883ae231dfb08851f6928675ed913a08cdeef5fe,False,False,True,True,True,True,True,True,True,True,True
bada0cfcde7015920ad421cfe38e049a2fdfcf9c,False,False,True,False,True,True,True,True,True,True,True
f0f53948c6ef3f7b810f0c800875404ff07f6fd0,False,False,True,True,True,True,True,True,True,True,True
545316ee2057189f4f3668b0538516172a2113fb,False,False,True,False,True,True,True,True,True,True,True
1aea12d9b2e888cc24758d671015cfbc2e6a8f40,False,False,True,True,True,True,True,True,True,True,True
110775f6d446dc9cc84d773aad3085d826fcf689,False,False,False,True,True,True,True,True,True,True,True
39216cd911a995e277e62587a11ad6a3292acba9,True,False,True,False,True,True,True,True,True,True,True
0faff64ced317df986718f86b3466610c8c27748,True,False,True,True,True,True,True,True,True,True,True
04005bc0f71d7930fb25fdb22e23ff782de6d4e3,False,False,True,True,True,True,True,True,True,True,True
d3b3b84914f471d01339c44131f157f78b732ad4,False,False,True,False,True,True,True,True,True,True,True
9f8c7cccd6b3ac9114068c6b0f66c093722b7b09,False,False,True,True,True,True,True,True,True,True,True
c30a15a31fd871608cb34e6d987a916e169df0ba,False,False,True,True,True,True,True,True,True,True,True
ef119e99a7a05bbc39d6644ca07457a0bb92e0ea,True,False,True,True,True,True,True,True,True,True,True
169d752cad4d44753e34d2e689786821aa8fc111,False,False,True,True,True,True,True,True,True,True,True
946faa9db7e1a5eaf07059557e802a5f5a519cff,False,False,True,True,True,True,True,True,True,True,True
e9c844f632d2b8c7793da4e6867a8f7653b07906,False,False,True,False,True,True,True,True,True,True,True
b56040533dd748c53ee7c06a9f246a9905e78ece,False,False,True,True,True,True,True,True,True,True,True
d3d507732df9ae5b10bc9ec420e17e1b2b876bdb,False,False,True,True,True,True,True,True,True,True,True
c39c7bddc48050ff07e89f49613f9ea1389f5dde,False,False,True,False,True,True,True,True,True,True,True
66b3e9e4632f51df5b004351cf17d92d7090674d,False,False,True,False,True,True,True,True,True,True,True
8c19d931d61f7167732b64099699bfa35a4034fc,False,False,True,False,True,True,True,True,True,True,True
18bee62a7839b83243385f2cfb27d2ea3da43b6f,False,False,True,False,True,True,True,True,True,True,True
9264b395c02bac85b094174de544867fed35b099,True,False,True,False,True,True,True,True,True,True,True
ef45dfd3dc08649d261526aadfdc7c76b441a78a,False,False,True,False,True,True,True,True,True,True,True
3d7e2ca0267a852d690c2db87bb765fe8bbf0db6,False,False,True,True,True,True,True,True,True,True,True
69d277aac68318871aea46b8f5af2d1628f730dd,False,True,True,False,True,True,True,True,True,True,True
dec395f9826a68e48597dc7c02b2931f36d83730,True,True,True,False,True,True,True,True,True,True,True
26034c2c5f7843886afcf2a8fc4b2aeeba24d1c5,True,True,True,False,True,True,True,True,True,True,True
d020b185cd58fa4a6bf75c108a8af43a20a74f56,True,True,True,False,True,True,True,True,True,True,True
cfa308b1159f74daadc00213386aa6f0e93e2a39,True,True,True,False,True,True,True,True,True,True,True
45bd74d2afb2e5b8b7b04568efd946b906ce9169,False,False,True,False,True,True,True,True,True,True,True
aa32586d111447c693f8230af223e7085db7baf4,True,False,True,False,True,True,True,True,True,True,True
bc92aa996e9f2e32e5121b962b457591ea2beca0,False,False,True,False,True,True,True,True,True,True,True
1b857d6655804712a8b21d406d7817fc0616de29,True,False,True,False,True,True,True,True,True,True,True
2d0e58139cfd5c7811859069c6691aedcec7f750,False,False,True,True,True,True,True,True,True,True,True
cde1e4d5e9fd840d3369d00b6e9ba6171898b364,True,False,True,False,True,True,True,True,True,True,True
b15e309ae0764f349f6db30ec9d0fdc5f06a3adf,False,False,True,True,True,True,True,True,True,True,True
68dc68fc9046d7f4d5604daea98b29da1aa566d6,False,False,True,False,True,True,True,True,True,True,True
ea4a911047ddcedb3fa3f474c1b2ff95bcfa9742,False,False,True,False,True,True,True,True,True,True,True
599fd91e724d229c54f1e65537ae37195b9cbaca,False,False,True,True,True,True,True,True,True,True,True
f244a19b12186b17a1c8c4223465291c0f9dfe00,False,False,True,False,True,True,True,True,True,True,True
30356e43695c7cd2707bde69ef1003b0bd05b9f3,False,False,True,False,True,True,True,True,True,True,True
8725154ec986b0823665b63e7b822d35d5848ac4,False,False,True,True,True,True,True,True,True,True,True
243c9052d5fed3a9078e617bd5dc8ea3c74f1352,False,False,True,True,True,True,True,True,True,True,True
280d3340e99f50d0778a0e9bf285bc866398ab5c,False,False,True,False,True,True,True,True,True,True,True
1470bcd94162a36ed9850d887aea01b8c83ed3a1,False,False,True,True,True,True,True,True,True,True,True
37b46672bf9ee25574f04ec37405e0e3461f062e,False,False,True,False,True,True,True,True,True,True,True
9476e6370f826061fb6d05b28b766f2b122810b2,False,False,True,True,True,True,True,True,True,True,True
56a58cfacfa9d4b25eeaa5919a1f6b9b0a77a9ec,False,False,True,True,True,True,True,True,True,True,True
2780e778638f2d078e53b49db9c452cf9ca871f3,False,False,True,False,True,True,True,True,True,True,True
da4215b3c68b477d8dd877b45123558662151ee0,False,False,False,True,True,True,True,True,True,True,True
b7ba1451e8b80539c05a0f5187995e578bde1a2f,False,False,True,True,True,True,True,True,True,True,True
b7ddb04b67631fe4a24e1d459ea97b0a8187f9b9,False,False,True,False,True,True,True,True,True,True,True
f349ad5071a6ec1a6682f525ad30092f5055bdef,True,True,True,False,True,True,True,True,True,True,True
7411becb666ec6a6a3c387e30ab3e7433374817b,False,False,True,False,True,True,True,True,True,True,True
b387293b78b529035bda7072249ca12444973464,False,False,True,True,True,True,True,True,True,True,True
76a128a2e92fea52fb1d77f11167bd85e6db94a9,False,False,True,True,True,True,True,True,True,True,True
5107507b668ec62b8429488860def5a241ec3fc8,False,False,True,False,True,True,True,True,True,True,True
7782ac742e6a7dc248ae29d0b4666ee53896c35d,False,False,False,True,True,True,True,True,True,True,True
2b1b3a684536059e1641f12c4e9cacbdcf2cccf2,False,True,True,False,True,True,True,True,True,True,True
50d076b1a9da9ede5319e8a4ad1c1af63d91f438,True,True,True,False,True,True,True,True,True,True,True
92b64c441d6088157169040a7e5b3f05cf90800d,False,False,False,True,True,True,True,True,True,True,True
ddeddad43030bf43949697bd7abc0f1ebae321f7,True,True,True,False,True,True,True,True,True,True,True
54cae5b5201676fe1158e9cced7429a44b6ff554,True,False,True,False,True,True,True,True,True,True,True
7ab7ee6a1f08e61df8d92f5b15882d537fd33b35,True,True,True,False,True,True,True,True,True,True,True
3889c823c71b1fc1e183d0a4870a722ca0f295f2,True,True,True,False,True,True,True,True,True,True,True
a1bfe1d71f482ba68f808a17f851caf9a2171236,False,False,False,False,True,True,True,True,True,True,True
1c38048a02a430af5345502dbcb83087dbe6e2c7,False,False,False,False,True,True,True,True,True,True,True
7c168522881c37e0dd509fd07160daf5c12ad5ec,False,False,True,True,True,True,True,True,True,True,True
bbc4eca9a91d4e8e0af5a1e2a136683dec839a04,False,False,True,True,True,True,True,True,True,True,True
0226303dbc57c8060034ca45475da2c7a53ee142,False,False,True,True,True,True,True,True,True,True,True
bdceef64d319db47a718baad737d04d17ab225a8,False,False,True,True,True,True,True,True,True,True,True
46b255dab719c7549213a64589fc6fdad34818bb,True,True,True,False,True,True,True,True,True,True,True
c1876448943c16d238a41e02b118b14372e3b501,False,False,True,False,True,True,True,True,True,True,True
d95905c996ee343de79e3e7e21a9380a024249d2,False,False,False,False,True,True,True,True,True,True,True
cb45b53e987117d7a56244889f35930e742878b1,True,True,True,False,True,True,True,True,True,True,True
c5acca4317c218d60ad9509303395d284d045853,False,False,True,False,True,True,True,True,True,True,True
d1bc6acc887a65dcff79437b91956e912e1eb047,False,False,True,True,True,True,True,True,True,True,True
9b6c431b6460e0417a60b14d452e357e82ffd9d3,True,False,True,False,True,True,True,True,True,True,True
d2b547fa65235c359d3be6361f8577eae2c01fd9,False,True,True,False,True,True,True,True,True,True,True
81eb6bdf18156e52659694a08be68a57365ef9cd,True,True,True,False,True,True,True,True,True,True,True
5db3cedcd072c4ec1c8e2bba8d5e904302bac3c2,False,False,True,True,True,True,True,True,True,True,True
70fc20319cd614fb488cb8d8832cd6e4218e9490,False,False,True,True,True,True,True,True,True,True,True
44ddbf4c441c6ce846041b046752bbc7e7c835ef,True,False,True,False,True,True,True,True,True,True,True
49436bc4d6a801604f731ae78212c216e4ccca0e,False,False,True,False,True,True,True,True,True,True,True
ddfe28d74e7bfd5f6a093d44bc8384347fc714a5,False,False,True,False,True,True,True,True,True,True,True
6f88de3e20deb83c8738088085ba5800d6348c1b,False,False,True,True,True,True,True,True,True,True,True
05e13fd88aaf6e88805ca2ded192775ddd434fa0,False,False,True,True,True,True,True,True,True,True,True
092e409037429c7eac17d0e8be533f2e7a3282da,False,False,True,False,True,True,True,True,True,True,True
8424bcab74f028177037b2c4a1c49f44b632e551,True,False,True,False,True,True,True,True,True,True,True
889bdf483c8d52d3010eed4f0b1183cd4f6acb3b,True,False,True,False,True,True,True,True,True,True,True
379a861937c61eaaa5ce0ceef5cad8e8ffe6db1f,False,False,False,True,True,True,True,True,True,True,True
b2c965b81b5964191a18759c93b0cfe45235c984,True,True,True,False,True,True,True,True,True,True,True
76d2a39d62ffcca5fa7e4d4665d29790d6fa19df,False,True,True,False,True,True,True,True,True,True,True
1754df074c6629899c030b04b9e9bbc94da2c283,True,True,True,False,True,True,True,True,True,True,True
d2c74edb5492dcc409a460442ed1f20cf6b82688,True,True,True,False,True,True,True,True,True,True,True
74b1e34d4bed15b9228f3d8fdd725733637298a5,True,True,True,False,True,True,True,True,True,True,True
15b8a231ec06e7330cff4e4655b83ca2c3c46fdc,False,False,True,False,True,True,True,True,True,True,True
d1e169a4bbb60cad5fc5995892accd16285f102b,True,False,False,False,True,True,True,True,True,True,True
8f5d17bdf82388d8b9a260f553789f1a6a8e2695,True,True,True,False,True,True,True,True,True,True,True
48ddcab92fc9c4881732070b07fac3cfac195c33,True,True,True,False,True,True,True,True,True,True,True
6b932c8b6a272e4ba7c837865020618109b78a98,False,True,True,True,True,True,True,True,True,True,True
756cdf0bffdf43d3ec78730448a00b7854e384ed,False,False,True,True,True,True,True,True,True,True,True
d61d4b301405c9e00de65270335a7c65459df167,True,True,True,False,True,True,True,True,True,True,True
18b9eddcf3db13d6941222d06cf5112891295e83,True,True,True,False,True,True,True,True,True,True,True
f996fe5f46c5ad481c9a2b8431cf48435c4229f9,False,False,True,False,True,True,True,True,True,True,True
aed3ba60d2ce5bda679f3f311da7c94e466120ab,False,False,True,False,True,True,True,True,True,True,True
09111a7bfeadfa75cf462c13cc2c2400b23c4766,False,False,True,True,True,True,True,True,True,True,True
f7913a0f825bc00d63a17d363e0435ea0c937ad6,False,False,False,False,True,True,True,True,True,True,True
cfc46ef64f4488dec90018512003d625d8c18bd8,False,True,True,False,True,True,True,True,True,True,True
9520d072ae2b66f89ee47f2105e20b6b0fad1867,False,False,True,False,True,True,True,True,True,True,True
aacafa44e0f64d3ff126477464b135afae58176a,False,False,True,True,True,True,True,True,True,True,True
62036eae7fcf70cdc10bac6f21bfb6e5f1a5f418,False,False,True,True,True,True,True,True,True,True,True
453058d11bb5fd85f9cd0f16ae9be5cf9937a14c,False,False,True,True,True,True,True,True,True,True,True
f9a3e77dd9f87f669adee26c9daf5fa15cbd1146,False,False,True,True,True,True,True,True,True,True,True
